tailid,email,name_nb,name_nn,name_en,url_nb,url_en,orgstructid,orgid,kommunenummer,parentid
26056,nav.kontaktsenter@nav.no,NAV Rogaland ,NAV Rogaland ,NAV Rogaland office ,http://www.nav.no/page?id=1073743396,http://www.nav.no/English,36,974652285,,26549
26057,nav.sognogfjordane@nav.no,NAV Sogn og Fjordane ,NAV Sogn og Fjordane ,NAV Sogn og Fjordane office ,http://www.nav.no/page?id=1073743397,http://www.nav.no/English,36,,,26549
26058,nav.sor-trondelag@nav.no,NAV Sør-Trøndelag ,NAV Sør-Trøndelag ,NAV Sør-Trøndelag office,http://www.nav.no/page?id=1073743398,http://www.nav.no/English,36,974652234,,26549
26059,nav.telemark@nav.no,NAV Telemark,NAV Telemark,NAV Telemark office,http://www.nav.no/page?id=1073743399,http://www.nav.no/English,36,974241730,,26549
25459,gjovik.tingrett@domstol.no,Gjøvik tingrett,Gjøvik tingrett,Gjøvik District Court,http://www.domstol.no/gjovik,http://www.domstol.no/en/Enkelt-domstol/Gjovik-District-Court/,19,,,40948
25461,valdres.tingrett@domstol.no,Valdres tingrett,Valdres tingrett,Valdres District Court,http://www.domstol.no/valdres,http://www.domstol.no/en/Enkelt-domstol/Valdres-District-Court/,19,,,40948
25464,vest-telemark.tingrett@domstol.no,Vest-Telemark tingrett,Vest-Telemark tingrett,Vest-Telemark District Court,http://www.domstol.no/vest-telemark,http://www.domstol.no/en/Enkelt-domstol/Vest-Telemark-District-Court/,19,,,40948
25469,postmottak@sortland.kommune.no,Sortland kommune,Sortland kommune,Sortland Municipality,https://www.sortland.kommune.no/artikkel.aspx?MId1=1&AId=1&back=1,,66,847737492,1870,
25470,post@sv.no,Sosialistisk Venstreparti,Sosialistisk Venstreparti,Socialist Left Party,http://www.sv.no/,http://sv.no/Language/English,81,971526971,,
25471,post@spydeberg.kommune.no,Spydeberg kommune,Spydeberg kommune,Spydeberg Municipality,http://www.spydeberg.kommune.no/,,66,864947352,0123,
25472,post@stange.kommune.no,Stange kommune,Stange kommune,Stange Municipality,http://www.stange.kommune.no/,,66,970169717,0417,
27927,telemark.sfd@dsb.no,Telemark sivilforsvarsdistrikt,Telemark sivilforsvarsdistrikt,Telemark Civil Defence District,http://www.sivilforsvaret.no/Distrikter/Telemark/Aktuelt1/,http://www.sivilforsvaret.no/s/English/,36,,,26551
43430,bup-hamarosterdalen-administrasjon@sykehuset-innlandet.no,BUP Kongsvinger,BUP Kongsvinger,Mental health clinic for children and adolescents Kongsvinger,http://www.sykehuset-innlandet.no/omoss/avdelinger/bup-kongsvinger/Sider/enhet.aspx,,39,,,32263
43431,bup.lillehammer@sykehuset-innlandet.no,BUP Otta,BUP Otta ,Mental health clinic for children and adolescents Otta,http://www.sykehuset-innlandet.no/omoss/avdelinger/bup-lillehammer/Sider/enhet.aspx,,39,,,32263
43682,nli@lokalhistorie.no,Norsk lokalhistorisk institutt,Norsk lokalhistorisk institutt,The Norwegian Institute of Local History,http://www.lokalhistorie.no/kontakt.html,http://www.lokalhistorie.no/english.html,38,974770458,,20530
27197,lbf@lbf.no,Leieboerforeningen,Leieboerforeningen,Tentant 's Organization ,http://www.lbf.no/,,81,970015868,,
27199,afi@afi-wri.no,Arbeidsforskningsinstituttet AS,Arbeidsforskingsinstituttet AS,Work Research Institute,http://www.afi-wri.no/,http://www.afi-wri.no/index.asp?iLang=1,89,984635818,,20528
23635,deichman.boler@kul.oslo.kommune.no,"Deichmanske bibliotek, Bøler filial","Deichmanske bibliotek, Bøler filial","Oslo Public Library, Bøler branch",http://www.deichmanske-bibliotek.oslo.kommune.no/avdelinger_apningstider/boler/,http://www.deichmanske-bibliotek.oslo.kommune.no/avdelinger_apningstider/boler/boler_branch_in_english/,73,,,23699
26453,postmottak@nhd.dep.no,Nærings- og fiskeridepartementet,Nærings- og fiskeridepartementet,"Ministry of Trade, Industry and Fisheries",http://www.regjeringen.no/nn/dep/nhd.html?id=709,http://www.regjeringen.no/en/dep/nhd.html?id=709,27,972417890,,
26456,postmottak@dirnat.no,Direktoratet for naturforvaltning,Direktoratet for naturforvaltning,Directorate for Nature Management ,http://www.dirnat.no,http://english.dirnat.no/,33,971036028,,26479
41502,firmapost@statnett.no,Statnett region midt-Norge,Statnett region midt-Norge,Statnett Region Central Norway ,http://www.statnett.no,http://www.statnett.no/en/,50,,,24173
33521,,Utdanning.no,Utdanning.no,Utdanning.no,http://www.utdanning.no/,,121,,,20528
41503,firmapost@statnett.no,Statnett region Nord-Norge,Statnett region Nord-Norge,Statnett Region Northern Norway,http://www.statnett.no/default.aspx?ChannelID=1000,http://www.statnett.no/en/,50,,,24173
41982,postmottak@diakonsyk.no,BUP Vest (Oslo),BUP Vest (Oslo),Mental health clinic for children and adolescents Vest (Oslo),http://www.diakonsyk.no/modules/module_123/proxy.asp?D=2&C=465&I=1705,,57,,,41946
41984,postmottakt@ahus.no,BUP Furuset,BUP Furuset,Mental health clinic for children and adolescents Furuset,http://www.ahus.no/omoss/avdelinger/barn-og-unges-psykiske-helsevern---furuset-bup-furuset/Sider/enhet.aspx,,39,,,32258
33602,nav.arbeidslivssenter.akershus@nav.no,NAV Arbeidslivssenter Akershus,NAV Arbeidslivssenter Akershus,NAV Employment Support Centre (Akershus),http://www.nav.no/805320851.cms,http://nav.no/page?id=1073743655,36,,,26094
41985,,BUP Tøyen (Bjerke),BUP Tøyen (Bjerke),Mental health clinic for children and adolescents Tøyen,http://www.aus.no/modules/module_123/proxy.asp?D=2&C=273&I=1848&mids=392a394a446,,39,,,42285
41986,postmottak@ahus.no,BUP Grorud ,BUP Grorud ,Grorud Mental health clinic for children and adolescents,http://www.ahus.no/omoss/avdelinger/barn-og-unges-psykiske-helsevern---grorud-bup-grorud/Sider/enhet.aspx,,39,,,32258
42444,postmottak@sthf.no,DPS Porsgrunn/Vestmar ,DPS Porsgrunn/Vestmar,Porsgrunn District Psychiatric Centre,http://www.sthf.no,,39,,,32252
42443,postmottak@helse-finnmark.no,DPS Øst-Finnmark - Tana,DPS Øst-Finnmark - Tana,Øst-Finnmark District Psychiatric Centre,http://www.helse-finnmark.no/dps-oest-finnmark/category981.html,,39,,,32226
42445,postmottak@sthf.no,DPS Skien - distriktspsykiatrisk senter,DPS Skien - distriktspsykiatrisk senter,Skien District Psychiatric Centre,http://www.sthf.no,,39,,,32252
26396,bion@bion.no,Bioteknologinemnda,Bioteknologinemnda,Norwegian Biotechnology Advisory Board,http://www.bion.no/,http://www.bion.no/english/,42,980633446,,32161
26397,postmottak@helsedir.no,Giftinformasjonen,"Helsedirektoratet, giftinformasjonen",National Poison Centre in Norway,http://www.helsedirektoratet.no/Om/organisasjon/avdelingar/Sider/giftinformasjonen.aspx,http://www.helsedirektoratet.no/english/contact-us/Sider/default.aspx,34,,,32189
33623,,Transportklagenemnda,Transportklagenemnda,Passenger Complaints Council,http://www.flyklagenemnda.no,,81,,,
33624,post@leve.no,LEVE - Landsforeningen for etterlatte ved selvmord,LEVE - Landsforeningen for etterlatte ved selvmord,LEVE - Norwegian Society for Suicide Survivors ,http://www.leve.no/,,81,981666437,,
26401,post@aibn.no,Statens havarikommisjon for transport,Statens havarikommisjon for transport,Accident Investigation Board  Norway,http://www.aibn.no,http://www.aibn.no/?lcid=1033,58,881143712,,26420
33662,registry@eftasurv.int,EFTAs overvåkningsorgan,EFTAs overvåkningsorgan,EFTA Surveillance Authority,http://www.eftasurv.int/#welcome-no,http://www.eftasurv.int/,104,,,
26403,nsb@nsb.no,NSB - Norges Statsbaner AS,NSB - Norges Statsbaner AS,Norwegian State Railways,http://www.nsb.no/,http://www.nsb.no/?lang=en_US,89,,,26420
26404,post@avinor.no,Avinor AS,Avinor AS,Avinor ,http://www.avinor.no,http://www.avinor.no/en/avinor,89,985198292,,26420
25753,post@nvh.no,Norges veterinærhøgskole,Noregs veterinærhøgskole,Norwegian School of Veterinary Science,http://www.veths.no/,http://www.veths.no/en/Home/,39,971033525,,42983
42446,dps.solvang@sshf.no,DPS Solvang - distriktspsykiatrisk senter,DPS Solvang - distriktspsykiatrisk senter,Solvang District Psychiatric Centre,http://www.sshf.no,,39,,,32249
25755,firmapost@norskdesign.no,Norsk Designråd,Norsk Designråd,Norwegian Design Council,http://www.norskdesign.no,http://www.norskdesign.no/english/,90,975259560,,
25757,mh@nmh.no,Norges musikkhøgskole,Noregs musikkhøgskole,Norwegian Academy of Music,http://www.nmh.no/,http://www.nmh.no/english,39,974761106,,42983
25761,postmottak@uit.no,Norges fiskerihøgskole,Noregs fiskerihøgskole,Norwegian College of Fishery Science,http://www.nfh.uit.no/,http://www2.uit.no/ikbViewer/page/inenglish,39,,,25300
25764,postmottak@nih.no,Norges idrettshøgskole,Noregs idrettshøgskole,Norwegian School of Sport Sciences,http://www.nih.no/,http://www.nih.no/default____567.aspx,39,971526033,,42983
25765,nips@mfa.no,Norges internasjonale pressesenter - Nips,Norges internasjonale pressesenter - Nips,Norway International Press Center,http://www.regjeringen.no/nb/dep/ud/dep/org/avdelinger/Avdeling_for_presse_kultur_og_informasjo/Seksjon-for-norgesprofilering-og-webinformasjon/Norges-internasjonale-pressesenter---NIP.html?id=449716&epslanguage=NO,http://www.regjeringen.no/en/dep/ud/about_mfa/organisation/departments/avdeling_for_presse_kultur_og_informasjo/seksjon-for-norgesprofilering-og-webinfo/nips_center.html?id=449716,30,,,26375
32598,fosterhjemstjenesten.ostfold@bufetat.no,Fosterhjemstjenesten Sarpsborg (Østfold),Fosterheimstenesta Sarpsborg (Østfold),Sarpsborg foster care services (Østfold),http://www.fosterhjem.no/Din_lokale_fosterhjemstjeneste/Region_Ost/Sarpsborg/,,39,,,34847
32599,arendal.fosterhjemstjeneste@bufetat.no,Bufetat Arendal fosterhjemstjeneste (Aust-Agder),Bufetat Arendal fosterhjemstjeneste (Aust-Agder),Arendal foster care services,http://www.fosterhjem.no/Din_lokale_fosterhjemstjeneste/Region_Sor/Arendal/,,39,,,34846
32600,kristiansand.fosterhjemstjeneste@bufetat.no,Bufetat Kristiansand fosterhjemstjeneste (Vest-Agder) ,Bufetat Kristiansand fosterhjemsteneste (Vest-Agder),Kristiansand foster care services (Vest-Agder),http://www.fosterhjem.no/Din_lokale_fosterhjemstjeneste/Region_Sor/Kristiansand/,,39,,,34846
23838,nav.arbeidslivssenter.sognogfjordane@nav.no,NAV Arbeidslivssenter Sogn og Fjordane,NAV Arbeidslivssenter Sogn og Fjordane,NAV Employment Support Centre (Sogn og Fjordane),http://nav.no/805321619.cms,http://nav.no/page?id=1073743655,36,,,26057
23995,,Skatt Midt-Norge Steinkjer,Skatt Midt-Noreg Steinkjer,Steinkjer Tax Office,http://www.skatteetaten.no/no/,http://www.skatteetaten.no/en/International-pages/,37,,,40183
23996,,Skatt Midt-Norge Stjørdal,Skatt Midt-Noreg Stjørdal,Stjørdal Tax Office,http://www.skatteetaten.no/no/,http://www.skatteetaten.no/en/International-pages/,37,,,40183
23760,nav.kontaktsenter@nav.no,NAV Aarbeidslivssenter Sør-Trøndelag,NAV Aarbeidslivssenter Sør-Trøndelag,"NAV Employment Support Centre (Trondheim, Sør-Trøndelag)",http://nav.no/805321383.cms,http://nav.no/page?id=1073743655,36,,,26058
24001,,Skatt vest Stord,Skatt vest Stord,Stord Tax Office,http://www.skatteetaten.no/no/,http://www.skatteetaten.no/en/International-pages/,37,,,40184
24255,nav.kontaktsenter@nav.no,NAV Træna,NAV Træna,NAV Træna,http://www.nav.no/Lokalt/Nordland,http://www.nav.no/page?id=805312736,37,,,26052
26281,emb.pretoria@mfa.no,"Ambassaden i Sør-Afrika, Pretoria (Madagaskar, Lesotho, Namibia, Botswana)","Ambassaden i Sør-Afrika, Pretoria (Madagaskar, Lesotho, Namibia, Botswana)","Royal Norwegian Embassy in South Africa (Madagaskar, Namibia, Lesotho, Botswana)",http://www.norway.org.za/Norsk/,http://www.norway.org.za/,76,,,26375
24004,,Skatt vest Jørpeland,Skatt vest Jørpeland,Jørpeland Tax Office,http://www.skatteetaten.no/no/,http://www.skatteetaten.no/en/International-pages/,37,,,40184
22748,biblioteket@molde.kommune.no,Molde bibliotek,Molde bibliotek,Molde Public Library,https://www.molde.kommune.no/Modules/admunit.aspx?ObjectType=Object&Object.ID=1797,,73,,,25835
22749,biblioteket@nesset.kommune.no,Nesset folkebibliotek,Nesset folkebibliotek,Nesset Public Library,http://www.nesset.kommune.no/artikkel.aspx?AId=286&back=1&MId1=5&MId2=161,,73,,,25806
22750,bibliotek@norddal.kommune.no,Norddal folkebibliotek,Norddal folkebibliotek,Norddal Public Library,http://www.norddal.kommune.no/artikkel.aspx?AId=77&back=1&MId1=64&MId2=111,,73,,,25789
22751,biblioteket@rauma.folkebibl.no,Rauma folkebibliotek,Rauma folkebibliotek,Rauma Public Library,http://www.raumakulturhus.no/bibliotek/,,73,,,25680
22753,bibliotek@sande-mr.kommune.no,Sande bibliotek (Møre og Romsdal),Sande bibliotek (Møre og Romsdal),Sande Public Library (Møre og Romsdal),"http://www.sande-mr.kommune.no/default.asp?page=2641,4409&lang=1",,73,,,25573
22754,biblioteket@sveio.kommune.no,Sveio folkebibliotek,Sveio folkebibliotek,Sveio  Public Library,http://www.sveio.kommune.no/Artikkel.aspx?AId=25&back=1&MId1=778&MId2=&MId3=&,,73,864967272,,25355
22755,tysbib@online.no,Tysnes folkebibliotek,Tysnes folkebibliotek,Tysnes  Public Library,http://www.tysnes.kommune.no/default.asp?PageID=84,,73,873942312,,25289
22756,post.kinsarvik.bibliotek@ullensvang.herad.no,Ullensvang folkeboksamling,Ullensvang folkeboksamling,Ullensvang folkeboksamling,http://www.ullensvang.herad.no/index.php?option=com_content&task=category&sectionid=12&id=93&Itemid=288,,73,,,25295
22757,sandoy.folkebibliotek@sandoy.kommune.no,Sandøy bibliotek,Sandøy bibliotek,Sandøy Public Library,http://www.sandoy.kommune.no/sandoey-folkebibliotek.426774-19461.html,,73,,,25575
22759,biblioteket@smola.kommune.no,Smøla folkebibliotek,Smøla folkebibliotek,Smøla Public Library,http://www.smola.kommune.no/artikkel.aspx?AId=45&back=1&MId1=262&MId2=664,,73,,,25513
21486,post.troms@politiet.no,Lyngen lensmannskontor,Lyngen lensmannskontor,Lyngen Police Station (lensmann) ,https://www.politi.no/troms/kontakt_troms/KontaktInfo_101.xhtml,https://www.politi.no/international/,39,,,25333
21556,post.nord-trondelag@politiet.no,Steinkjer politistasjon,Steinkjer politistasjon,Steinkjer Police Station ,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_148.xhtml,https://www.politi.no/international/,39,,,25302
21560,post.nord-trondelag@politiet.no,Levanger lensmannskontor,Levanger lensmannskontor,Levanger Police Station (lensmann) ,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_93.xhtml,https://www.politi.no/international/,39,,,25302
21490,post.vestfinnmark@politiet.no,Hammerfest politistasjon,Hammerfest politistasjon,Hammerfest Police Station ,https://www.politi.no/vestfinnmark/kontakt_vestfinnmark/KontaktInfo_464.xhtml,https://www.politi.no/international/,39,,,25231
42182,nettsiden@skrivesenteret.no,Skrivesenteret - Nasjonalt senter for skriveopplæring og skriveforskning,Skrivesenteret - Nasjonalt senter for skriveopplæring og skriveforsking,Skrivesenteret - Nasjonalt senter for skriveopplæring og skriveforskning,http://www.skrivesenteret.no,http://www.skrivesenteret.no/nyhet?a=about-the-writing-center,58,,,25974
31382,post@statskog.no,Statskog SF (Bergen),Statskog SF (Bergen),"Statskog, the State-owned Land and Forest Company (Bergen)",http://www.statskog.no/Statskog/Sider/Kontoroversikt.aspx,http://www.statskog.no/en/Sider/default.aspx,50,,,25381
31383,post@statskog.no,Statskog SF (Dombås),Statskog SF (Dombås),"Statskog, the State-owned Land and Forest Company (Dombås)",http://www.statskog.no/,http://www.statskog.no/en/Sider/default.aspx,50,,,25381
31384,post@statskog.no,Statskog SF (Drevsjø),Statskog SF (Drevsjø),"Statskog, the State-owned Land and Forest Company (Drevsjø)",http://www.statskog.no/,http://www.statskog.no/en/Sider/default.aspx,50,,,25381
31385,kontrakt@statskog.no,Statskog SF (Elverum),Statskog SF (Elverum),"Statskog, the State-owned Land and Forest Company (Elverum)",http://www.statskog.no/,http://www.statskog.no/en/Sider/default.aspx,50,,,25381
31387,post@statskog.no,Statskog SF (Fauske),Statskog SF (Fauske),"Statskog, the State-owned Land and Forest Company (Fauske)",http://www.statskog.no/,http://www.statskog.no/en/Sider/default.aspx,50,,,25381
31390,post@statskog.no,Statskog SF (Hattfjelldal),Statskog SF (Hattfjelldal),"Statskog, the State-owned Land and Forest Company (Hattfjelldal)",http://www.statskog.no/,http://www.statskog.no/en/Sider/default.aspx,50,,,25381
31401,post@statskog.no,Statskog SF (Kongsberg),Statskog SF (Kongsberg),"Statskog, the State-owned Land and Forest Company (Kongsberg)",http://www.statskog.no/,http://www.statskog.no/en/Sider/default.aspx,50,,,25381
31402,post@statskog.no,Statskog SF (Kristiansand),Statskog SF (Kristiansand),"Statskog, the State-owned Land and Forest Company (Kristiansand)",http://www.statskog.no/,http://www.statskog.no/en/Sider/default.aspx,50,,,25381
31404,post@statskog.no,Statskog SF (Lillehammer),Statskog SF (Lillehammer),"Statskog, the State-owned Land and Forest Company (Lillehammer)",http://www.statskog.no/,http://www.statskog.no/en/Sider/default.aspx,50,,,25381
22543,post@taperne.no,Stiftelsen Rettferd for Taperne,Stiftelsen Rettferd for Taperne,Stiftelsen Rettferd for Taperne,http://www.taperne.no/,,81,971305991,,
22425,post@krisenett.no,"Krisesenteret for kvinner i Vestfold, Tønsberg","Krisesenteret for kvinner i Vestfold, Tønsberg","Krisesenteret for kvinner i Vestfold, Tønsberg",http://www.krisenett.no/,http://www.krisesenter.com/english/english.html,82,990089027,,
22426,post@krisesenteretitelemark.no,Krisesenteret i Telemark,Krisesenteret i Telemark,Krisesenteret i Telemark,http://www.krisesenteretitelemark.no/,http://www.krisesenter.com/english/english.html,82,982053242,,
22427,krisesenteret@krisesenteret.no,Aust-Agder krisesenter,Aust-Agder krisesenter,Women's Shelter in Aust-Agder,http://www.krisesenteret.no/,http://www.krisesenteret.no/index.php?expand=1967&show=1967,82,,,
22428,guriwold@krisesenteret.com,"Vest-Agder krisesenter, Kristiansand","Vest-Agder krisesenter, Kristiansand","Vest-Agder krisesenter, Kristiansand",http://www.kristiansand.kommune.no/krisesenter,http://www.krisesenter.com/english/english.html,82,990814694,,
22429,kontakt@stavanger-krisesenter.no,Krisesenteret i Stavanger,Krisesenteret i Stavanger,Krisesenteret i Stavanger,http://www.stavanger-krisesenter.no/,http://www.krisesenter.com/english/english.html,82,,,
22430,post@haugesundkrisesenter.no,Haugesund og omegn krisesenter,Haugesund krisesenter,The Women's shelter in Haugesund,http://www.haugesundkrisesenter.com/,http://www.krisesenter.com/english/english.html,82,,,
25190,ssb@ssb.no,"Statistisk sentralbyrå - SSB, avd. Kongsvinger","Statistisk sentralbyrå - SSB, avd. Kongsvinger","Statistics Norway - SSB, Kongsvinger",http://www.ssb.no/,http://www.ssb.no/english/,34,,,26675
25192,postmottak@nesseby.kommune.no,Nesseby kommune - Unjárgga gielda ,Nesseby kommune - Unjárgga gielda ,Nesseby Municipality,http://www.nesseby.kommune.no/,,66,,2027,
25193,post.oslo@politiet.no,Oslo politidistrikt,Oslo politidistrikt,Oslo Police District,https://www.politi.no/oslo/,http://www.politi.no/international/,39,961398142,,29872
25194,met.nord@met.no,Meteorologisk institutt - Værvarslinga for Nord-Norge,Meteorologisk institutt - Vervarslinga for Nord-Noreg,"Norwegian Meteorological Institute, Forecasting Division of Northern Norway",http://met.no/Om_oss/?module=Articles;action=Article.publicShow;ID=273,http://met.no/English/,58,,,40902
